calleeService,serviceCallingDate,serviceDelay,responseCode,amount_service_parameter,callerService
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
1,20171126T120316,3003,1,488,3
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
19,20171126T120206,4196,2,11,14
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
3,20171126T115159,3600,2,88,1
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
6,20171126T114916,2265,1,911,18
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
16,20171126T112220,4040,1,833,5
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
9,20171126T120818,3572,2,592,4
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
13,20171126T113134,3516,1,113,10
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
5,20171126T112250,3570,2,979,7
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
12,20171126T115846,4816,1,307,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
4,20171126T112204,3447,1,863,2
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
6,20171126T112518,3633,1,397,16
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
1,20171126T114146,3644,1,936,14
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
9,20171126T114825,3306,1,797,11
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
14,20171126T111836,1042,1,609,17
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
18,20171126T112126,4016,1,510,8
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
9,20171126T120435,629,1,916,15
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
5,20171126T115406,1179,2,54,13
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
8,20171126T113046,2740,1,378,5
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T115534,330,1,782,16
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
7,20171126T120437,2601,1,650,20
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
8,20171126T114139,4012,1,896,7
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
5,20171126T115629,4227,2,780,20
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
11,20171126T114020,3550,2,442,17
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T112132,1892,1,73,19
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
1,20171126T114916,3542,1,438,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
14,20171126T121232,4426,1,248,4
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
2,20171126T111542,1693,2,598,1
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T112843,2085,2,836,4
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
12,20171126T114308,1810,2,492,19
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
3,20171126T115143,1726,1,360,5
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
4,20171126T113826,4714,1,258,3
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
9,20171126T114128,3074,1,894,1
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
5,20171126T115347,2522,1,109,11
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
3,20171126T114135,299,2,844,10
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
13,20171126T113251,982,2,9,9
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
17,20171126T120615,1303,2,69,13
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
9,20171126T115927,7,1,667,12
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
19,20171126T115159,2902,2,543,20
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
10,20171126T113953,172,1,983,7
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
20,20171126T120520,1079,2,79,20
